[2025-07-28 06:00:01] INFO - 🔧 Logging initialized
[2025-07-28 06:00:03] INFO - Loading faiss.
[2025-07-28 06:00:03] INFO - Successfully loaded faiss.
[2025-07-28 06:00:03] INFO - Failed to load GPU Faiss: name 'GpuIndexIVFFlat' is not defined. Will not load constructor refs for GPU indexes. This is only an error if you're trying to use GPU Faiss.
[2025-07-28 06:00:03] INFO - 프로그램 시작됨
[2025-07-28 06:00:03] INFO - 
🚀 크롤러 실행 시도 1/3
[2025-07-28 06:00:19] INFO - 🔢 총 공고 수: 173347건 → 최대 페이지 수: 3467 페이지
[2025-07-28 06:00:19] INFO - 
📄 현재 페이지: 1
[2025-07-28 06:00:19] INFO - 0001 | ㈜에이치앤티아웃소싱시스템 | [월276만/수도권] SK Telecom 고객센터 정규직 사원 모집(신입 / 경력) | 3시간 전 등록
[2025-07-28 06:01:52] INFO - 0342 | 주식회사 카네비컴썬델리에프앤비 | 빵쌤 센트럴파크점 제빵팀 직원 채용 | 14시간 전 등록
[2025-07-28 06:01:53] INFO - 0343 | ㈜트라이씨클 | [LF 계열사] 트라이씨클 하프클럽사업본부 아웃도어 MD 영입 | 14시간 전 등록
[2025-07-28 06:01:53] INFO - 0344 | ㈜미스킨 | 원부자재 총괄 관리자 구인합니다. | 14시간 전 등록
[2025-07-28 06:01:53] INFO - 0345 | ㈜미스킨 | 단순생산직 | 14시간 전 등록
[2025-07-28 06:01:53] INFO - 0346 | 송현학원 | [송파/성남/위례] 송현국어학원 중등부 고등부 국어 강사 모집합니다 | 14시간 전 등록
[2025-07-28 06:01:53] INFO - 0347 | ㈜갈비생각 | 갈비생각 발산점 / 홀서빙 정직원 채용 | 14시간 전 등록
[2025-07-28 06:01:54] INFO - 0348 | 주식회사 온새미정 | (주)온새미정 여수 온새미정 한우 오마카세 홀서비스 매니저/ 경력직 채용 | 14시간 전 등록
[2025-07-28 06:01:54] INFO - 0349 | ㈜에이디랩스 | 마케팅 운영 매니져 채용 - 꼼꼼한 분을 찾습니다 | 14시간 전 등록
[2025-07-28 06:01:54] INFO - 0350 | ㈜청운이엔지 | 파주 문지리 535 대형카페 베이커리 팀원모집합니다. | 14시간 전 등록
[2025-07-28 06:01:54] INFO - ⏱ 2.73초 대기
[2025-07-28 06:01:57] INFO - 
📄 현재 페이지: 8
[2025-07-28 06:01:58] INFO - 0351 | 오커쇼어 | 경복궁역 유러피안 베이커리 오커쇼어와 함께 성장할 베이커를 모집합니다. | 14시간 전 등록
[2025-07-28 06:01:58] INFO - 0352 | ㈜가든아트로뎀 | 카페 웁스어데이지 의왕점 정직원 매니저 채용 | 14시간 전 등록
[2025-07-28 06:01:59] INFO - 0353 | ㈜와이케이몽키(어물전청) | [핫플레이스 한식 모던 다이닝 어물전청 잠실점] 점장 채용공고 | 14시간 전 등록
[2025-07-28 06:01:59] INFO - 0354 | ㈜와이케이몽키(어물전청) | 핫플레이스 한식 모던 다이닝 어물전청 잠실점 셰프(팀장-사원) 채용공고 | 14시간 전 등록
[2025-07-28 06:01:59] INFO - 0355 | ㈜이도 | [이도청담/공휴일대체휴무/ 주45시간] 다이닝 쉐프 경력 채용공고 | 14시간 전 등록
[2025-07-28 06:01:59] INFO - 0356 | 오소유㈜ | 동천동 김효준 베이커리 제빵부 경력직 모집합니다 | 14시간 전 등록
[2025-07-28 06:01:59] INFO - 0357 | 한국호텔리어협회 | 특급관광호텔&골프장호텔 정규직/ | 14시간 전 등록
[2025-07-28 06:02:00] INFO - 0358 | 한국호텔리어협회 | 특급호텔&골프장호텔 호텔리어 정규직 | 14시간 전 등록
[2025-07-28 06:02:00] INFO - 0359 | 더리본(주) | 더리본(주) 초/중급 관리자 신입채용 | 15시간 전 등록
[2025-07-28 06:02:00] INFO - 0360 | 나리스키친㈜ | 나리스 키친 이탈리안 레스토랑 [주방 정직원 및 아르바이트생] 모집 | 15시간 전 등록
[2025-07-28 06:02:00] INFO - 0361 | ㈜에딧76 | 커피템플과 함께하는 카페 edit76 여의파크원점 평일 오픈파트너모집합니다 | 15시간 전 등록
[2025-07-28 06:02:01] INFO - 0362 | 원클린 | 원주청소업체 원클린에서 신입을 채용합니다 . 실력무관.나이무관 | 15시간 전 등록
[2025-07-28 06:02:01] INFO - 0363 | 더리본(주) | 확실한 비전이 있는 직종 [상조영업] | 15시간 전 등록
[2025-07-28 06:02:01] INFO - 0364 | 주식회사 두두컴퍼니코리아 | [진상 다이닝] 한식 다이닝 주점 수셰프, 셰프 모십니다. | 15시간 전 등록
[2025-07-28 06:02:01] INFO - 0365 | 빽다방 빵연구소 제주합동청사점 | 제주 도남 빽다방 베이커리 (신입)제빵 직원을 구인합니다 | 15시간 전 등록
[2025-07-28 06:02:01] INFO - 0366 | 한남라메종(HANNAM LA MAISON) | 카페 한남라메종에서 파티쉐를 모집합니다. | 15시간 전 등록
[2025-07-28 06:02:01] INFO - 0367 | ㈜렌탈코리아프렌즈 | 복합기 프린터 컴퓨터 및 설치 AS기사모집 | 15시간 전 등록
[2025-07-28 06:02:02] INFO - 0368 | 오라잇 | [ 급구 ] 주 6일 방이동 음식점 발렛근무자 모집 | 15시간 전 등록
[2025-07-28 06:02:02] INFO - 0369 | ㈜샤프에비에이션케이 | [인천공항 화물터미널] 화물항공기 운송지원 (수입EDI팀/수출팀) 신입/경력 | 15시간 전 등록
[2025-07-28 06:02:02] INFO - 0370 | 시사어학원 | (세종시) 일본어강사 일본인/한국인 모집공고 | 15시간 전 등록
[2025-07-28 06:02:02] INFO - 0371 | 주식회사에이케이골프 | [AK골프 수지점] 매장관리 직원모집(인센티브지급) | 15시간 전 등록
[2025-07-28 06:02:02] INFO - 0372 | ㈜에스씨트레이드 | 에스씨트레이드(주) 중고스마트폰 검수파트 채용 (신입,경력) | 15시간 전 등록
[2025-07-28 06:02:03] INFO - 0373 | 라파리나(La farina) | 베이커리 카페 La Farina 신입/ 경력 바리스타 채용 | 15시간 전 등록
[2025-07-28 06:02:03] INFO - 0374 | ㈜헤비스테이크 안산중앙점 | (주)헤비스테이크 안산중앙점 주5일 채용(각종수당 및 휴가 별도) | 15시간 전 등록
[2025-07-28 06:02:03] INFO - 0375 | 아이지모터펌프 | 모터 펌프 배송 및 창고관리 사원 채용 | 15시간 전 등록
[2025-07-28 06:02:03] INFO - 0376 | 아이지모터펌프 | 모터 펌프 설치/수리 보조 사원 채용 | 15시간 전 등록
[2025-07-28 06:02:04] INFO - 0377 | 제이제이워크 | [상여500] 주간 2교대/3교대 생산OP검사 모집 | 15시간 전 등록
[2025-07-28 06:02:04] INFO - 0378 | 해강개발㈜강화리조트 | 브랜드 홍보와 콘텐츠 운영을 이끌 팀장님을 모십니다 | 15시간 전 등록
[2025-07-28 06:02:04] INFO - 0379 | 동해현진관광호텔㈜ | 현진관광호텔 웨딩,연회 예약실 | 15시간 전 등록
[2025-07-28 06:02:04] INFO - 0380 | ㈜오지에이 | 자동차 보험 산출 안내 총무님 구합니다. (원흥역2번출구 앞) | 15시간 전 등록
[2025-07-28 06:02:04] INFO - 0381 | 연 | 연(Korea Modern Dining) 홀 직원구합니다 | 15시간 전 등록
[2025-07-28 06:02:05] INFO - 0382 | 비앤씨글로벌 | 러시아 화장품 해외영업 마케팅/ 대구근무 러시아어 필수 | 15시간 전 등록
[2025-07-28 06:02:05] INFO - 0383 | 약동한의원 | 해운대 장산역 주 5일 (목일휴무) 간호조무사님 구인합니다 | 15시간 전 등록
[2025-07-28 06:02:05] INFO - 0384 | 열림세무회계사무소 | 열림세무회계사무소에서 2년차 이상 경력직원 모십니다. [서울시 성수역 10 | 15시간 전 등록
[2025-07-28 06:02:05] INFO - 0385 | 한마음 영종하늘도시점 | 영종 하늘도시 격주5일 / 평일3시출근 고기집 주방 오픈멤버 / 기숙사 | 15시간 전 등록
[2025-07-28 06:02:05] INFO - 0386 | ㈜태영에스테이트 | 상위 10프로 연봉, 부동산 전문가로 거듭날 공인중개사 및 자산관리사 채용 | 15시간 전 등록
[2025-07-28 06:02:06] INFO - 0387 | 해강개발㈜강화리조트 | 강화씨사이드리조트 바리스타 정직원 채용공고 (기숙사제공) | 15시간 전 등록
[2025-07-28 06:02:06] INFO - 0388 | 바르다 에프앤비 | 주 5일 배달전문점 주방 직원 모십니다 | 15시간 전 등록
[2025-07-28 06:02:06] INFO - 0389 | 연 | 함께할 연(한정식) 주방직원 구합니다 | 15시간 전 등록
[2025-07-28 06:02:06] INFO - 0390 | 롤링핀범어점 | 롤링핀범어점베이커리에서 경력있는 베이커를 구합니다 | 15시간 전 등록
[2025-07-28 06:02:06] INFO - 0391 | 퐁듀크라상 | 퐁듀크라상 대리급 및 과장급 경력직 채용 | 15시간 전 등록
[2025-07-28 06:02:07] INFO - 0392 | 비엔엠컴퍼니 | (주)BNM COMPANY에서 PC방 매장관리자를 모집합니다. | 15시간 전 등록
[2025-07-28 06:02:07] INFO - 0393 | 샐리 | 인천 클라우디아 웨딩 샵 헤어메이컵 정직원 채용 | 15시간 전 등록
[2025-07-28 06:02:07] INFO - 0394 | 샐리 | 인천 웨딩샵 매니저 정직원 구인(인센티브, 탄력근무) | 15시간 전 등록
[2025-07-28 06:02:07] INFO - 0395 | 바른체경희한의원 | (주5일 연봉3000) 수원시 영통구 망포동 한의원에서 간호조무사선생님 모집 | 15시간 전 등록
[2025-07-28 06:02:07] INFO - 0396 | 에스컴퍼니 | 봄담아 금천구청점 직원(홀서빙, 주방) 채용 | 15시간 전 등록
[2025-07-28 06:02:08] INFO - 0397 | 콴다인스티튜트㈜ | [콴다일로학원] 행정직원 모집 | 15시간 전 등록
[2025-07-28 06:02:08] INFO - 0398 | 코레일유통지점 더베르G | 더 베르지에서 함께 일 할 조리팀원을 모십니다 | 15시간 전 등록
[2025-07-28 06:02:08] INFO - 0399 | 로로카츠 | (주5일)중식제공/브레이크타임2시간/카츠 매장 주방 직원 구인 | 15시간 전 등록
[2025-07-28 06:02:08] INFO - 0400 | ㈜난간 | 발주관리 및 영업팀 업무지원 | 15시간 전 등록
[2025-07-28 06:02:08] INFO - ⏱ 1.90초 대기
[2025-07-28 06:02:11] INFO - 
📄 현재 페이지: 9
[2025-07-28 06:02:12] INFO - 0401 | ㈜에스제이유통 | 금산 세종마트 정육코너 양념육 판매사원 모집(월6회 휴무) | 16시간 전 등록
[2025-07-28 06:02:12] INFO - 0402 | (유)MHR | 울산화학공단 화재감시단 및 조공 모집 | 16시간 전 등록
[2025-07-28 06:02:12] INFO - 0403 | 에퀴드 | 제주) 에퀴드 카페 주말 마감 아르바이트 구인 | 16시간 전 등록
[2025-07-28 06:02:12] INFO - 0404 | 케이피엔피 | 납품배송직원 | 16시간 전 등록
[2025-07-28 06:02:13] INFO - 0405 | 스시유 여의도점 | [여의도 일식당] 스시유 여의도점에서 점장님 모십니다. | 16시간 전 등록
[2025-07-28 06:02:13] INFO - 0406 | ㈜스타에이치알 | (시청역앞/콜센터/소속전환기회)준관리자 모집 | 16시간 전 등록
[2025-07-28 06:02:13] INFO - 0407 | 가이아코퍼레이션 | MSO 병원마케팅 일본/대만/영어 (외국인비자지원) | 16시간 전 등록
[2025-07-28 06:02:13] INFO - 0408 | 액티스에셋관리 | 아일랜드캐슬 영선직 채용 | 16시간 전 등록
[2025-07-28 06:02:13] INFO - 0409 | ㈜디그니티그룹 | [영덕] 연화문호텔 프론트/레스토랑 채용 - (풀옵션 1인1실 기숙사 제공 O) | 16시간 전 등록
[2025-07-28 06:02:14] INFO - 0410 | 엘리스테이 보령㈜ | 엘리스테이 보령 리조트 프런트 데스크 정규직 채용 | 16시간 전 등록
[2025-07-28 06:02:14] INFO - 0411 | 마포염리동점 스포애니 | 스포애니 마포염리동점에서 트레이너 채용중입니다.[견습가능] | 16시간 전 등록
[2025-07-28 06:02:14] INFO - 0412 | 코지하우스 제주시점 | 코지하우스 제주시점 주방 정직원 모집 | 16시간 전 등록
[2025-07-28 06:02:14] INFO - 0413 | EK International | 패션주얼리/악세사리 샘플개발 담당 모집(정규직, 탄력근무가능, 경력우대) | 16시간 전 등록
[2025-07-28 06:02:14] INFO - 0414 | 파파존스 반포점 | 파파존스 반포점 직원(매니저)님을 모십니다 | 16시간 전 등록
[2025-07-28 06:02:15] INFO - 0415 | ㈜도레도레 | (주)도레도레 신규 베이커리 브랜드 아모르나폴리 용산점 바리스타 모집 | 16시간 전 등록
[2025-07-28 06:02:15] INFO - 0416 | ㈜쥬라리움 청라 | (주) 쥬라리움 청라점 키즈테마파크 키즈카페 실내동물원 사육사 모집 | 16시간 전 등록
[2025-07-28 06:02:15] INFO - 0417 | 케이에프씨명지점 | 매니져채용(정규직 | 16시간 전 등록
[2025-07-28 06:02:15] INFO - 0418 | 컴퓨터수리 | [경력자우대] 월 450이상 용산구/종로구/서대문구/마포구/부천/부평/강서구 | 16시간 전 등록
[2025-07-28 06:02:15] INFO - 0419 | ㈜커피빈코리아 | 커피빈 서울지역 8H 슈퍼바이저 채용 | 16시간 전 등록
[2025-07-28 06:02:16] INFO - 0420 | ㈜헤너스푸드 | L65호텔웨딩컨벤션 웨딩본식팀 주말 직원 모집합니다 | 16시간 전 등록
[2025-07-28 06:02:16] INFO - 0421 | ㈜이에스디자인 | 실내인테리어 설계 시공 | 16시간 전 등록
[2025-07-28 06:02:16] INFO - 0422 | ㈜로와이드 | 로와이드 3호점 여의도(9월 1일 오픈예정) 브런치조리 파트 신입&경력 모집 | 16시간 전 등록
[2025-07-28 06:02:16] INFO - 0423 | 고덕더맑은의원 | [파트타임-주말] 문제성 손발톱 / 발관리사 채용 (고덕더맑은의원) | 16시간 전 등록
[2025-07-28 06:02:16] INFO - 0424 | 이크 스튜디오 | [이크스튜디오] 주얼리/악세사리 편집샵 카페 매니저 | 16시간 전 등록
[2025-07-28 06:02:17] INFO - 0425 | 루데파리베이크하우스(rue de pa | 루데파리베이크하우스 베이커리카페 제빵팀 신입및경력 직원을 구합니다. | 16시간 전 등록
[2025-07-28 06:02:17] INFO - 0426 | 라치오 비. 엘 | Lazio BL 이탈리안 레스토랑 주방 정직원모집 | 17시간 전 등록
[2025-07-28 06:02:17] INFO - 0427 | 포레스트 요양원 | 포레스트 요양원 -간호조무사 모집합니다. | 17시간 전 등록
[2025-07-28 06:02:17] INFO - 0428 | 포레스트 요양원 | 포레스트 요양원 -간호사 모집합니다. | 17시간 전 등록
[2025-07-28 06:02:17] INFO - 0429 | ㈜풀무원푸드앤컬처 | [ LCT 전망대 ] 부산엑스더스카이 전망대 영업&마케팅 채용공고 | 17시간 전 등록
[2025-07-28 06:02:18] INFO - 0430 | 스파더벨렉(spa the belec) | 인천 송도 테라피스트 피부관리사 채용 5일 300-370 | 17시간 전 등록
[2025-07-28 06:02:18] INFO - 0431 | 광진경희한의원 | 광진구 한의원 간호사/간호조무사 직원/아르바이트 채용 | 17시간 전 등록
[2025-07-28 06:02:18] INFO - 0432 | 디원치과 | 치과 영어가능 진료보조 코디 | 17시간 전 등록
[2025-07-28 06:02:18] INFO - 0433 | 젠케이사당(유) | 키친 매니저.홀캡틴.사원 구함 | 17시간 전 등록
[2025-07-28 06:02:18] INFO - 0434 | ㈜보경리츠 | 프랜차이즈 사실빙/달인대보칼국수 관리자 채용합니다. | 17시간 전 등록
[2025-07-28 06:02:19] INFO - 0435 | ㈜라이온로보틱스 | 라이온로보틱스의 로봇 조립 및 수리 / 실험 보조 담당자 채용 | 17시간 전 등록
[2025-07-28 06:02:19] INFO - 0436 | ㈜라이온로보틱스 | 능력, 인성 보유한 로봇 전장 설계 전문 인재 채용(대전 근무)) | 17시간 전 등록
[2025-07-28 06:02:19] INFO - 0437 | ㈜라이온로보틱스 | 능력, 인성 보유한 로봇 펌웨어 개발 전문 인재 채용(대전 근무) | 17시간 전 등록
[2025-07-28 06:02:19] INFO - 0438 | ㈜라이온로보틱스 | 능력, 인성 보유한 로봇 소프트웨어 개발 전문 인재 채용(대전 근무) | 17시간 전 등록
[2025-07-28 06:02:20] INFO - 0439 | TERRA COTTA (테라코타) | 이탈리안레스토랑 테라코타 주방직원 모집합니다 | 17시간 전 등록
[2025-07-28 06:02:20] INFO - 0440 | ㈜올데이 골프앤 리조트 | 올데이골프앤리조트 운영지원팀 정규직 채용 | 17시간 전 등록
[2025-07-28 06:02:20] INFO - 0441 | 바이오미의원 | [강남 선릉역 1분거리] 피부과 간호조무사 / 피부관리사 / 코디네이터 추가 | 17시간 전 등록
[2025-07-28 06:02:20] INFO - 0442 | ㈜쿡섬 | React, 3개월, 고급, 중급, 강남역 | 17시간 전 등록
[2025-07-28 06:02:20] INFO - 0443 | 모닝캄커피랩 | [모닝캄커피랩] 당산점 바리스타 정직원 채용합니다. | 17시간 전 등록
[2025-07-28 06:02:21] INFO - 0444 | 교촌치킨송도드림시티점 | 교촌치킨 송도드림시티점 매니저모집 | 17시간 전 등록
[2025-07-28 06:02:21] INFO - 0445 | 더잠(THE-JAM) | 신세계백화점 에이스침대 판매사원 모집 | 17시간 전 등록
[2025-07-28 06:02:21] INFO - 0446 | ㈜쿡섬 | 보증업무,eXBuilder,7개월,강남 | 17시간 전 등록
[2025-07-28 06:02:21] INFO - 0447 | 베이커베이커 | 베이커리 카페, 베이커베이커에서 `바리스타` 팀원 모집합니다. | 17시간 전 등록
[2025-07-28 06:02:21] INFO - 0448 | ㈜셈율수학 | 위례] 초중등 수학 전임 강사 모집 | 17시간 전 등록
[2025-07-28 06:02:22] INFO - 0449 | ㈜케이브로컴퍼니 | ` 흑우정 강남역본점 ` 홀 서비스 정규직 채용모집 | 17시간 전 등록
[2025-07-28 06:02:22] INFO - 0450 | 프레스카 | 프레스카 커피 로스터스. 바리스타 채용중. | 17시간 전 등록
[2025-07-28 06:02:22] INFO - ⏱ 1.85초 대기
[2025-07-28 06:02:24] INFO - 
📄 현재 페이지: 10
[2025-07-28 06:02:25] INFO - 0451 | 교촌치킨송도드림시티점 | 교촌치킨 송도드림시티점 매니저모집합니다. | 17시간 전 등록
[2025-07-28 06:02:25] INFO - 0452 | 비스트로쿠 | Bistro KOO 캐주얼 레스토랑 홀 신입 직원 모집 | 17시간 전 등록
[2025-07-28 06:02:25] INFO - 0453 | ㈜에듀심슨 신천심슨어학학원 | 수능모의고사 온라인 촬영 영어전문강사(고등수준) | 18시간 전 등록
[2025-07-28 06:02:26] INFO - 0454 | 엠아이홀딩스㈜ | [더비앙 송도] 플로리스트 채용 공고 | 18시간 전 등록
[2025-07-28 06:02:26] INFO - 0455 | 사암당한의원 | 주5.5일 사암당한의원 강동점에서 함께 일할 직원분들을 모십니다 | 18시간 전 등록
[2025-07-28 06:02:26] INFO - 0456 | 김광고 | 간판 디자인 모집 | 18시간 전 등록
[2025-07-28 06:02:26] INFO - 0457 | 산정 | 김해 한정식식당 요리사를 모집합니다. | 18시간 전 등록
[2025-07-28 06:02:26] INFO - 0458 | 세렌 | 주방직원및 수쉐프 모집/ 경력에따라차등지급 | 18시간 전 등록
[2025-07-28 06:02:27] INFO - 0459 | ㈜얼바인컴퍼니 | [AK플라자 분당점] 베이커리 생산직 및 제조 직원 채용 | 18시간 전 등록
[2025-07-28 06:02:27] INFO - 0460 | ㈜다옴브릿지 | 무선 전파측정 엔지니어 모집(등산) /통신엔지니어 | 18시간 전 등록
[2025-07-28 06:02:27] INFO - 0461 | ㈜쇼골프 | [쇼골프 김포공항점] 인도어 골프연습장 시설팀 직원 채용 | 18시간 전 등록
[2025-07-28 06:02:28] INFO - 0462 | 프리퍼 | PREFER in forest 에서 함께할 제빵사를 모집합니다:) | 18시간 전 등록
[2025-07-28 06:02:28] INFO - 0463 | 포튼가먼트대전점 | 맞춤정장 포튼가먼트대전점에서 함께 하실분 모십니다. | 18시간 전 등록
[2025-07-28 06:02:28] INFO - 0464 | ㈜늘솜에프씨 생어거스틴 파르나스점 | 생어거스틴 파르나스몰점 홀 정직원 채용 (매장관리자 우선채용합니다) | 18시간 전 등록
[2025-07-28 06:02:28] INFO - 0465 | 주식회사한즈코퍼레이션 | 패션 잡홥 디자인, 상품 기획, 상세페이지 기획, SNS기획 | 18시간 전 등록
[2025-07-28 06:02:28] INFO - 0466 | 엠에스크린 | 물류관리 및 납품 직원 채용 | 18시간 전 등록
[2025-07-28 06:02:29] INFO - 0467 | 비티에프/휴대폰365아울렛 | [월400이상] (기숙사제공) 휴대폰 365 아울렛 용인본점 직원 채용 | 18시간 전 등록
[2025-07-28 06:02:29] INFO - 0468 | ㈜퍼스트에이앤씨(1stA&C) | 쿠팡, 오픈마켓 운영 경력직 모집합니다 | 18시간 전 등록
[2025-07-28 06:02:29] INFO - 0469 | 태경산업㈜군산(서울)휴게소 | 군산휴게소(서울방향) 커피 매장 사원 모집(투썸플레이스) | 18시간 전 등록
[2025-07-28 06:02:29] INFO - 0470 | 친봉산장 | 카페 친봉산장 직원 모집 | 18시간 전 등록
[2025-07-28 06:02:29] INFO - 0471 | 강남 라온드림 | 웩슬러 검사/종합심리 검사 위주 | 18시간 전 등록
[2025-07-28 06:02:30] INFO - 0472 | 포시즌 패밀리 가족사진관 | 가족사진 전문 스튜디오 카메라&촬영 작가님을 모십니다.(경력자또는신입) | 18시간 전 등록
[2025-07-28 06:02:30] INFO - 0473 | ㈜코지 | 쿠우쿠우옥정점 핫파트직원 구함니다-경력자우대 | 18시간 전 등록
[2025-07-28 06:02:30] INFO - 0474 | 모션파크 | [신입/경력] 이러닝 콘텐츠 기획 및 교수설계 담당자 채용 | 18시간 전 등록
[2025-07-28 06:02:30] INFO - 0475 | 투뿔 코리안 스테이크하우스 | 투뿔 코리안스테이크하우스 홀 정직원 구인 | 18시간 전 등록
[2025-07-28 06:02:31] INFO - 0476 | 누렁소정육점 | 누렁소 정육점 신입 채용 모집 | 18시간 전 등록
[2025-07-28 06:02:31] INFO - 0477 | ㈜스타에이치알 | 코오롱/아우디전시장리셉션/하남스타필드지점/신입가능 | 19시간 전 등록
[2025-07-28 06:02:31] INFO - 0478 | ㈜리사르커피 | [리사르 커피 명동점] 바리스타 정규직 채용 | 19시간 전 등록
[2025-07-28 06:02:31] INFO - 0479 | ㈜에코피플 | 식물 관리원 채용 | 19시간 전 등록
[2025-07-28 06:02:31] INFO - 0480 | Grand Plaza Hanoi Hotel | 베트남 하노이, 그랜드플라자 호텔 하노이, 총지배인 (1명) | 19시간 전 등록
[2025-07-28 06:02:32] INFO - 0481 | 유메모리 | 리조트 홀 서빙 업무 | 19시간 전 등록
[2025-07-28 06:02:32] INFO - 0482 | ㈜비앤어스 | [평양일미 청담점] 홀서빙 정규직 사원 채용 | 19시간 전 등록
[2025-07-28 06:02:32] INFO - 0483 | ㈜데코인홈 | 커튼 블라인드 주식회사 데코인홈 시공설치팀원 모집건 | 19시간 전 등록
[2025-07-28 06:02:32] INFO - 0484 | 미네뜨스튜디오 | 베이비스튜디오 아기사진촬영보조(어시스트)채용 초보가능 | 19시간 전 등록
[2025-07-28 06:02:32] INFO - 0485 | 미네뜨스튜디오 | 베이비스튜디오 아기사진촬영작가(포토그래퍼) 경력자 정직원채용 | 19시간 전 등록
[2025-07-28 06:02:33] INFO - 0486 | 미네뜨스튜디오 | 베이비스튜디오 사진수정 및 편집 sns관리등 정직원채용 | 19시간 전 등록
[2025-07-28 06:02:33] INFO - 0487 | 참존산업개발 | [어반이스트3성관광호텔] 카페&다이닝2N2레스토랑 호텔조리 신입/경력 | 19시간 전 등록
[2025-07-28 06:02:33] INFO - 0488 | 마벨리에 평촌점 | [프라임뷔페 마벨리에] 인포 / 홀 (정규직,계약직) 모집 합니다 | 19시간 전 등록
[2025-07-28 06:02:33] INFO - 0489 | ㈜유앤미시스템 | LG에너지솔루션 대전 기술연구원 (제2캠퍼스) 보안검색 요원 모집 | 19시간 전 등록
[2025-07-28 06:02:34] INFO - 0490 | ㈜포천장례문화원 | 장례문화원 정규직 채용 공고모집 | 19시간 전 등록
[2025-07-28 06:02:34] INFO - 0491 | ㈜피엘솔루션 | 자동제어(조명,전력,객실제어) 엔지니어 및 영업 | 19시간 전 등록
[2025-07-28 06:02:34] INFO - 0492 | 참존산업개발 | [어반이스트3성관광호텔] 카페&다이닝2N2레스토랑 호텔조리 신입/경력(대리 | 19시간 전 등록
[2025-07-28 06:02:34] INFO - 0493 | 연세우리병원 | [잠실] 야간진료 업무를 담당하실 직원분을 모집합니다. | 19시간 전 등록
[2025-07-28 06:02:34] INFO - 0494 | 연세우리병원 | 방사선사 모집 | 19시간 전 등록
[2025-07-28 06:02:35] INFO - 0495 | ㈜꿈꾸는집 | [가평/환타지콜라보리조트] 하우스키핑 직원 모집 | 19시간 전 등록
[2025-07-28 06:02:35] INFO - 0496 | 미성엠프로 주식회사 | [미성엠프로] 이마트 여주점 시설관리 정규 사원 모집 | 19시간 전 등록
[2025-07-28 06:02:35] INFO - 0497 | 리엘르의원 광주점 | 리엘르의원 간호조무사 및 피부관리사 모집 | 19시간 전 등록
[2025-07-28 06:02:35] INFO - 0498 | 밴스의원 의정부 | [오픈예정] 밴스의원 의정부 피부팀 모집 | 19시간 전 등록
[2025-07-28 06:02:35] INFO - 0499 | 밴스의원 의정부 | [오픈예정] 밴스의원 의정부 진료팀 모집 | 19시간 전 등록
[2025-07-28 06:02:36] INFO - 0500 | 밴스의원 의정부 | [오픈예정] 밴스의원 의정부 코디네이터 모집 | 19시간 전 등록
[2025-07-28 06:02:36] INFO - ✅ 5페이지마다 CSV 저장 완료 (총 500건)
[2025-07-28 06:02:36] INFO - ⏱ 1.55초 대기
[2025-07-28 06:02:38] INFO - 
📄 현재 페이지: 11
[2025-07-28 06:02:38] INFO - 0501 | 스시 하루 | (주5일)일식,오마카세, 스시하루신사에서 주방스탭을 모집합니다. | 19시간 전 등록
[2025-07-28 06:02:38] INFO - 0502 | 에스케이쉴더스㈜ | 네트워크 및 보안 운영 경력직 채용(충북 청주) | 19시간 전 등록
[2025-07-28 06:02:39] INFO - 0503 | 대광물류 | [신입/경력직] 주/야간 배차 사무직 모집 | 19시간 전 등록
[2025-07-28 06:02:39] INFO - 0504 | 바스타레(BASTARE) | 테일러샵 광주 맞춤정장 매장 관리 및 고객 응대 직원 채용 | 19시간 전 등록
[2025-07-28 06:02:39] INFO - 0505 | 벌스커피 | 벌스커피(VerseCoffee)(강동구청본점) 바리스타를 찾습니다(경력직) | 19시간 전 등록
[2025-07-28 06:02:39] INFO - 0506 | 이동규의원 | 이동규의원 금, 토 간호조무사 모집합니다. | 19시간 전 등록
[2025-07-28 06:02:40] INFO - 0507 | 섹터커피(충무로점) | 섹터 커피 주말 미들(3-7) / 마감 (5-10)파트타이머 모집 | 19시간 전 등록
[2025-07-28 06:02:40] INFO - 0508 | 365본맥한의원 | [야간X/연차/인센티브/실수령210이상/식사제공/주5/일요일X]정릉동한의원 | 19시간 전 등록
[2025-07-28 06:02:40] INFO - 0509 | 한국잠사플레이팜 농업회사법인㈜ | 한국잠사박물관 디저트 카페 관리 및 메뉴개발 | 19시간 전 등록
[2025-07-28 06:02:40] INFO - 0510 | 이도 | [주식회사 이도] 경제적 자유를 원하는 직원 모집(기획/관리/분양상담사) | 19시간 전 등록
[2025-07-28 06:02:40] INFO - 0511 | 주식회사 디프라게 | [에비스야우동 용산점] 매니저 & 직원(풀/파트) 채용중 | 19시간 전 등록
[2025-07-28 06:02:41] INFO - 0512 | 참존산업개발 | [어반이스트 호텔] 고양원흥 카페&레스토랑(홀) 신입,경력 | 19시간 전 등록
[2025-07-28 06:02:41] INFO - 0513 | 연남동 느루 | 연남동 느루 주방 직원 채용합니다 | 19시간 전 등록
[2025-07-28 06:02:41] INFO - 0514 | 현대프리미엄아울렛 송도점 | [현대프리미엄아울렛 송도점] CS매니저 채용 | 19시간 전 등록
